id,날짜,분류1,분류2,텍스트
81509,20180620,"국제,중동_아프리카","국제,아시아",아프가니스탄의 무장세력 탈레반이 19일 밤부터 서부 바드기스주의 군 검문소 2곳을 습격해 최소 30명의 아프간군이 숨졌다.
81797,20180619,"IT_과학,콘텐츠","IT_과학,인터넷_SNS",세계보건기구(WHO)는 18일(현지시간) 게임 중독을 ‘게임 장애(gaming disorder)’라는 새로운 정신질환으로 분류해 국제질병분류 제11차 개정판(ICD-11)에 올렸다고 발표했다.
82019,20180619,"지역,울산","사회,환경","케이블카 사업지 일원에 멸종위기 2급인 구름병아리난초 자생지를 비롯해 하늘다람쥐와 삵, 남생이 등 멸종위기 동식물이 폭넓게 서식하고 있어 케이블카 설치 시 생태계를 크게 훼손할 수 있다는 것이다."
82217,20180619,"경제,반도체","경제,산업_기업",신설 법인으로 분사되는 11번가는 SK텔레콤의 인공지능(AI) 기반 IT 기술과 결합한 신규 서비스 개발에 나설 계획이다.
82221,20180619,"경제,반도체","경제,산업_기업",포인트 마일리지 서비스 ‘OK캐쉬백’과 모바일 지갑 ‘시럽 월렛’ 등은 SK텔레콤의 자회사 SK테크엑스와 합병해 SK플래닛으로 새롭게 출범한다.
82222,20180619,"경제,반도체","경제,산업_기업","합병 이후 SK플래닛은 SK그룹 내 사업자들과 협업을 강화하고 챗봇, IoT 플랫폼 등 기술 자산을 상품화할 계획이다."
82407,20180619,"국제,러시아",,"지난해 노르웨이의 축구 전문지 ‘조시마르’에 따르면 북한 노동자 110여명이 상트페테르부르크 스타디움 건설에 동원됐고, 그중 한 명은 경기장 밖의 컨테이너에서 사망한 채로 발견됐습니다."
82649,20180619,"지역,충남","경제,자원",센터는 장원벌과 일반 꿀벌의 잡종을 막기 위해 육지와 떨어진 석문면 난지섬을 육종장으로 선정하고 장원 여왕벌을 대량으로 생산하고 있다.
82650,20180619,"지역,충남","경제,자원",센터는 이와 함께 ‘국내육성 우수꿀벌 신품종 보급 시범사업’의 일환으로 향후 당진 양봉농가 10곳에도 장원벌을 보급한다는 계획이다.
82651,20180619,"지역,충남","경제,자원",예천곤충연구소와 농촌진흥청 국립농업과학원이 공동 개발한 장원벌은 2014년 국내 최초로 꿀 다수확 정부 장려품종 1호로 등록됐다.
82652,20180619,"지역,충남","경제,자원",장원벌은 일반 꿀벌에 비해 꿀을 채취하는 능력이 31% 뛰어나고 개체 당 수집하는 꿀의 양도 19% 이상 많은 것으로 알려졌다.
82669,20180619,"지역,충남","지역,경남","시는 주민의견을 수렴해 당초 고가차도 방식이었던 눈들건널목을 지하차도(370m)와 교량(60m) 등 총연장 790m, 폭 12∼20m의 지하차도 방식으로 변경한다."
82672,20180619,"지역,충남","지역,경남","시는 당초 고가차도 방식으로 교량(길이 540m, 폭 13.0∼26.5m)과 총연장 925m의 도로·방음터널 등을 적용해 눈들건널목을 설치하려 했지만 주민들은 소음·분진·조망권 침해 등을 이유로 지하차도 방식으로의 변경을 요청했다."
82782,20180619,"사회,장애인",,"스티커는 오는 25일까지 서울 거주 1∼2급 중증 시각장애인 7500여명의 집으로 개별 우편 발송되고 시각장애인 복지관 5곳, 장애인 점자도서관 10곳, 시각장애인 학습지원센터 6곳 등에도 비치할 예정이다."
83276,20180621,"IT_과학,IT_과학일반","문화,방송_연예",어린 시절 성경을 읽으면서 스스로 질문을 던졌던 소년은 목회자가 된 후 같은 궁금증을 가진 성도들과 대화에 나선다.
83773,20180621,"지역,광주",,"여러 가지 변수가 있겠지만 잘만 된다면 현대차로선 인건비 부담을 덜 수 있고, 노동자는 안정적인 일자리를 얻을 수 있으며 광주시는 지역경제를 살릴 수 있는 ‘노·사·정 상생 프로젝트’가 될 수 있다."
83775,20180621,"지역,광주",,폭스바겐은 2001년 ‘아우토(Auto) 5000’을 추진해 기존 직원보다 20% 정도 낮은 임금으로 주당 3시간 더 일하는 조건으로 5000명을 신규 채용한 바 있다.
83776,20180621,"지역,광주",,최근 한 조사에 따르면 영국 자동차 3사(복스홀·재규어랜드로버·닛산영국법인)의 근로자 1인당 매출액은 14억9400만원으로 한국 3사(현대차·기아차·한국GM) 7억8200만원의 배에 육박한다.
83779,20180621,"지역,광주",,"자율주행차, 친환경차 등 미래차 시장 선점을 위한 글로벌 경쟁이 치열한 상황에서 한국 자동차산업은 거대한 도전에 직면해 있다."
83792,20180621,"지역,광주",,이 신임 시장의 일자리위원회 경험이 ‘광주형 일자리’ 프로젝트의 성공으로 이어져 대기업과 지방자치단체가 협력하는 일자리 창출 모델이 되기를 바란다.
83976,20180621,"IT_과학,콘텐츠","IT_과학,모바일","숫자 증가로 인한 경쟁심화, 환경 문제로 내연기관 차량에 대한 규제 심화 등 미래 전망도 불투명하다."
83978,20180621,"IT_과학,콘텐츠","IT_과학,모바일",앞서 SK에너지는 지난 3월 CJ대한통운과 주유소를 O2O(온·오프라인 연계) 서비스의 오프라인 플랫폼으로 바꾸기 위한 사업 추진 협약을 체결했다.
84067,20180621,"IT_과학,보안","IT_과학,인터넷_SNS",전문가들은 가상화폐 거래소에 수십조원에 달하는 자금이 몰려있는데도 엄격한 보안 체계를 의무화하지 않은 점을 문제로 꼽는다.
84098,20180621,"지역,제주",,장기간 내전을 겪고 있는 중동 국가 예멘의 난민들이 제주에 머물고 있는 가운데 이들의 정착을 놓고 찬반 논란이 빚어지고 있기 때문이다.
84102,20180621,"지역,제주",,이슬람교도가 대부분인 난민이 이슬람국가인 말레이시아를 경유하는 경우가 많은데 말레이시아와 제주 간 저가항공을 통한 직항로가 있다는 점도 한 가지 이유다.
84107,20180621,"지역,제주",,원칙적으로는 난민 신청 뒤 6개월이 지나야 취업이 가능하지만 도는 최근 예멘 난민 신청자에 대해 인도적 차원에서 그 전이라도 취업할 수 있도록 허용했다.
84146,20180621,"사회,노동_복지","경제,무역",소상공인들은 최저임금의 차등화가 받아들여지지 않으면 2019년 최저임금 인상률을 결정하는 최저임금위원회 전원회의에도 불참하겠다고 으름장을 놓고 있다.
84162,20180621,"지역,제주","문화,학술_문화재","예멘 난민이 늘자 지난 4월 법무부는 새로 난민 신청을 한 예멘인들의 출도를 금지하고, 지난 1일에는 예멘을 무사증입국 불허국가로 지정했다."
84167,20180621,"지역,제주","문화,학술_문화재",최근 한 네티즌은 예멘 난민들이 운영하는 페이스북 커뮤니티에 “한국인 대부분이 너희를 싫어한다”는 내용의 글을 올리기도 했다.
84486,20180621,"국제,러시아","스포츠,월드컵",우루과이는 21일 오전 0시(한국시간) 러시아 로스토프 아레나에서 사우디아라비아와 가진 월드컵 조별리그 A조 2차전에서 전반 23분 공격수 루이스 수아레즈의 결승골로 1대 0 신승을 거뒀다.
84488,20180621,"국제,러시아","스포츠,월드컵",전날 상트페테르부르크 스타디움에서 이집트를 1대 3으로 이기고 2승을 먼저 쌓았던 러시아는 우루과이의 승리로 16강 진출을 결정하게 됐다.
84607,20180621,"지역,제주",,예멘 난민에 대한 부정적 여론이 높아지면서 문재인 대통령은 지난 20일 제주도 예멘 난민 사태와 관련해 현황 파악을 지시했다.
84923,20180621,"사회,환경","사회,사건_사고","이에 인천녹색연합은 인천중구청의 직무유기, 시민기만행위를 더 이상은 두고 볼 수 없어 형사고발까지 하게 됐다는 것이다."
85414,20180621,"국제,중동_아프리카","문화,학술_문화재",윤서인은 22일 자신의 소셜미디어에 ‘페북(페이스북)용 한 컷 만화: 나도 착한 말이나 하면서 살 걸…’이라며 그림 한 장을 올렸다.
85510,20180621,"IT_과학,IT_과학일반",,"이번 워크숍은 ‘첨단기술과 무인체계를 이용한 해양정보 발전’을 주제로 2개 분야 8개 주제에 대해 현역, 해양정보 연구기관 및 학교 관계자 300여명이 참가해 다양한 의견을 발표하고 토론회를 가졌다."
85794,20180621,"지역,전북","지역,경남",전남지방경찰청 광역수사대는 사기도박을 벌인 혐의(사기)로 김모(46)씨와 이모(55)씨 등 2명을 구속하고 7명을 불구속 입건했다고 21일 밝혔다.
85795,20180621,"지역,전북","지역,경남","이들은 2014년 10월부터 지난해 5월까지 전남 목포, 전북 고창, 경남 김해 등 전국 14개 지역을 돌며 카드 도박을 벌여 총 6100만원을 편취한 혐의를 받고 있다."
85797,20180621,"지역,전북","지역,경남","이들은 총책과 영상판독기사, 선수 심부름꾼 등 각자 임무를 나눠 맡은 뒤 수익금에서 각각 10∼30%씩 나눠 가졌다고 경찰은 설명했다."
86031,20180621,"경제,증권_증시","경제,금융_재테크","원달러 환율이 전 거래일보다 7.7원 오른 1,112.80으로 7개월만에 최고치를 기록한 21일 오후 서울 중구 KEB하나은행 딜링룸에서 딜러들이 업무를 보고 있다."
86032,20180621,"경제,증권_증시","경제,금융_재테크","이날 코스피 지수는 전 거래일보다 26.08포인트 (-1.10%) 하락한 2,337.83으로, 코스닥 지수는 전 거래일보다 13.95포인트(-1.66) 하락한 826.22로 장을 마감했다."
86197,20180620,"국제,중동_아프리카","국제,미국_북미",이번 탈퇴는 유엔인권이사회의 반이스라엘 성향에 대한 반발과 트럼프 대통령이 내건 ‘미국 우선주의(America First)’가 맞물린 결과로 보인다.
86240,20180620,"사회,날씨",,연일 무더위가 기승을 부리는 가운데 20일 서울 강남구 잠원한강지구에서 한 시민이 수상스키를 즐기며 더위를 식히고 있다.
86671,20180620,"경제,무역","경제,산업_기업",첫 번째 징후는 2015년 이후 13대 수출 주력업종 내 한계기업 수가 크게 늘고 있다는 점이다.
86672,20180620,"경제,무역","경제,산업_기업","외감기업(자산총액이 120억원을 넘어 의무적으로 회계감사를 받아야 하는 기업 등)을 기준으로 선박, 자동차, 반도체, 석유화학, 디스플레이 등 13대 수출 주력업종 가운데 한계기업 수는 2015년 370개에서 2017년 464개로 2년 사이 94개 증가했다."
86675,20180620,"경제,무역","경제,산업_기업","이밖에 원화가치 상승으로 수출 가격경쟁력이 약화하고 있는 점, 미국발 보호무역주의 확산, 글로벌 경제 불안정도 수출 전망을 어둡게 하고 있다."
86956,20180620,"지역,강원","경제,산업_기업","앞서 춘천시는 지난 3월 1지구 개발부지에 입주를 희망하는 두산에코비즈넷, 리제론, 레인보우바이오테크 등 13개 기업과 투자협약을 체결했다."
86964,20180620,"사회,미디어",,최근 몇 년간 대법관 후보 1순위로 거론됐던 김 변호사는 법원·검찰을 거치지 않은 순수 재야 변호사다.
4050,20180531,"지역,울산","지역,충북",시는 국가정원으로 지정된 후 중장기 발전 계획을 수립하기 위해 국가정원 운영 방향성 등에 대한 연구용역을 수행하기로 했다.
4051,20180531,"지역,울산","지역,충북",시는 지난해 10월 64개 시민단체가 모여 출범한 태화강 국가정원 지정 범시민추진위원회를 중심으로 국가정원 지정을 촉구하는 22만여명의 시민 서명을 받았다.
4336,20180531,"지역,충남",,"충남이 전국 최대 철새도래지 보유 지역인 만큼 AI 바이러스는 대부분 야생조류에서 검출됐으며, 농장발생은 비교적 적었다는 설명이다."
4443,20180601,"스포츠,축구,국가대표팀","스포츠,월드컵","신태용 감독이 이끄는 축구대표팀은 1일 오후 8시 전주월드컵경기장에서 열린 보스니아와의 A매치 평가전에서 수비 불안을 드러내며 에딘 비슈차(바샥셰히르)에게 해트트릭을 허용, 1-3으로 완패했다."
4453,20180601,"스포츠,축구,국가대표팀","스포츠,월드컵",한국은 월드컵 본선 첫 상대 스웨덴을 감안해 스리백을 들고 나왔지만 수비 뒷공간을 여러 차례 내주며 불안한 모습을 보였다.
5333,20180602,"사회,환경",,업체들은 비닐봉투 속에 다른 쓰레기가 많이 들어 있어서 선별하고 재활용하는 데 비용이 많이 들어 가져갈 수 없다고 주장했다.
5344,20180602,"사회,환경",,이런 사태를 막으려면 공동주택이 민간업체와 수거 계약을 체결한 경우 지자체에 계약 내용 등을 신고하도록 의무화해야 한다.
5349,20180602,"사회,환경",,시민들도 비닐봉투 속에 다른 쓰레기가 들어 있어서 안 가져간다는 수거 업체의 논리에 명분을 주지 않도록 철저히 분리배출해야 한다.
5360,20180602,"사회,미디어",,학교 복도에서 방송을 진행하는 이씨를 학생들이 둘러싸고 환호하자 그는 입고 있던 흰 티셔츠를 벗고 민소매 차림으로 방송을 이어갔다.
5369,20180602,"사회,미디어",,지난해에는 부산 해운대 해수욕장에서 여성 피서객 동의 없이 인터넷방송으로 실시간 중계를 한 혐의(카메라 이용촬영)로 A씨(32)가 입건되기도 했다.
5372,20180602,"사회,미디어",,지난 3월에는 부산에 거주하는 B씨(35·여)가 갑자기 자신의 반려견을 안고 창밖으로 뛰어내리는 모습이 그대로 방송되기도 했다.
5378,20180602,"사회,미디어",,전문가들은 더 자극적인 방송을 할수록 수입이 늘어나는 인터넷방송의 수익창출 구조 때문에 이런 일이 발생한다고 지적한다.
5536,20180602,"스포츠,농구_배구","스포츠,월드컵",이날 3쿼터까지 78-84로 뒤졌던 클리블랜드는 4쿼터 뒷심을 살려 천금의 역전 기회를 잡고도 스미스의 결정적인 실수로 무릎을 꿇었다.
5537,20180602,"스포츠,농구_배구","스포츠,월드컵",제임스는 자신의 파이널 한 경기 최다인 51점을 퍼붓고 8리바운드 8어시스트의 괴물같은 활약을 펼쳤음에도 웃지 못했다.
5659,20180602,"스포츠,야구,메이저리그","스포츠,야구,한국프로야구",전통적으로 메이저리그(MLB) 내셔널리그(NL) 서부지구는 어느 한 팀의 독주를 허용하지 않고 치열한 순위 싸움이 펼쳐져 와일드와일드웨스트로 불린다.
5666,20180602,"스포츠,야구,메이저리그","스포츠,야구,한국프로야구",지난달 18일 6연패를 끊은 이후 1일까지 10승 4패를 기록하며 한때 3할대로 떨어졌던 승률을 4할6푼대까지 올렸다.
5667,20180602,"스포츠,야구,메이저리그","스포츠,야구,한국프로야구","야시엘 푸이그, 저스틴 터너 등 부상자들이 돌아온 뒤 타선에 힘이 생겼고 노장 맷 켐프(타율 0.337)가 상승세를 이끌고 있다."
5672,20180602,"스포츠,야구,메이저리그","스포츠,야구,한국프로야구",지난해 36홈런과 120타점을 올린 폴 골드슈미트가 올들어 타율 0.209 7홈런으로 기대에 크게 못미치는 것이 뼈아프다.
6065,20180602,"사회,환경","사회,여성",이틀 연속 맨손으로 영수증을 취급했을 때 소변에서 검출된 BPA 농도는 mL당 0.92ng(나노그램)으로 업무 전 0.45ng보다 2.04배 높아졌다.
6074,20180602,"사회,환경","사회,여성",일각에서는 영수증이 결국 쓰레기 배출만 늘린다는 지적과 함께 종이 영수증 대체 수단을 도입해야 한다고 주장한다.
6075,20180602,"사회,환경","사회,여성",이런 가운데 군포시는 민원실 내 대기번호표 및 카드단말기 영수증을 친환경 용지로 전면 교체키로 했다고 밝혀 주목받고 있다.
6188,20180602,"스포츠,야구,메이저리그","스포츠,야구,한국프로야구",지난달 2일 애리조나 다이아몬드백스와의 경기에서 6이닝 2실점을 기록한 뒤 왼쪽 이두박근 건염 증세를 보인 커쇼는 같은 달 7일 부상자명단에 올랐다.
6189,20180602,"스포츠,야구,메이저리그","스포츠,야구,한국프로야구",전날 필라델피아 필리스와의 홈경기에서 복귀전을 치른 커쇼는 5이닝 4피안타 5탈삼진 1볼넷 1실점으로 무난한 모습을 보였으나 경기 후 허리 통증을 호소했다.
6193,20180602,"스포츠,야구,메이저리그","스포츠,야구,한국프로야구",지난해 커쇼가 던진 1142개의 포심 패스트볼 가운데 90마일 이하의 공이 하나도 없었던 점을 감안하면 몸 상태가 좋지 않다는 신호였다.
6285,20180602,"스포츠,야구,메이저리그","스포츠,야구,한국프로야구",징역 8개월에 집행유예 2년을 선고받은 강정호는 이 여파로 미국 취업비자를 발급받지 못해 2017시즌을 통째로 날렸다.
6286,20180602,"스포츠,야구,메이저리그","스포츠,야구,한국프로야구",지난 4월 말 겨우 취업비자를 발급받은 강정호는 지난달 1일 구단에 합류해 플로리다주 브레이든턴의 피츠버그 구단 훈련장에서 뒤늦은 스프링캠프를 소화한 뒤 실전 감각 조율에 나섰다.
6321,20180602,"IT_과학,모바일","IT_과학,인터넷_SNS",실제 네이버는 지난 30일 컴퓨터 공학·정보학·커뮤니케이션 총 3개 분야의 전문가들로 구성된 알고리즘 검토 위원회를 발족했다.
6451,20180602,"스포츠,골프",,"이틀 합계 3언더파 141타를 친 박인비는 김세영(25), 최운정(28), 신지은(26), 김지현(27) 등과 함께 공동 4위로 대회 반환점을 돌았다."
6468,20180602,"스포츠,야구,메이저리그","스포츠,야구,한국프로야구",지난달 31일 디트로이트 타이거스전에 선발 등판해 5이닝 3피안타 1실점을 기록한 오타니는 하루를 쉰 후 이날 경기에 나서 지난달 25일 토론토 블루제이스전 이후 4경기 만에 안타를 신고했다.
6521,20180602,"국제,러시아","경제,산업_기업",중소기업중앙회는 지난달 28일부터 이달 1일까지 러시아 모스크바와 세르비아 베오그라드에 중소기업 10곳으로 구성된 시장개척단을 파견했다고 2일 밝혔다.
6668,20180602,"스포츠,골프",,"윤성호는 2일 경기도 이천시 블랙스톤골프장(파72·7260야드)에서 열린 한국프로골프(KPGA) 코리안투어 KB금융 리브챔피언십(총상금 7억원) 3라운드에서 버디 6개, 보기 2개로 4타를 줄여 중간합계 7언더파 209타로 단독 선두에 올랐다."
6671,20180602,"스포츠,골프",,올해 정규투어에 데뷔한 신인 윤성호는 공동 5위로 3라운드를 맞아 4번홀에서 첫 보기를 범했지만 곧장 5번과 6번홀에서 연속 버디를 쳐 위기를 넘겼다.
6673,20180602,"스포츠,골프",,추격자들이 만만치 않아 낙관할 순 없지만 4라운드에서도 상승세를 이어간다면 생애 첫 우승에 한걸음 다가설 것으로 보인다.
9447,20180604,"지역,전북","사회,사회일반",이 사고로 A씨 등 트럭 탑승자 8명과 시내버스 승객 2명이 다쳐 병원으로 옮겨져 치료를 받고 있다.
9660,20180604,"경제,자동차","경제,산업_기업","아우디코리아는 국내에 처음 공개하는 모델인 A8, Q5, Q2, TT RS 쿠페와 콘셉트카 3종을 포함해 총 11대 차량을 선보일 예정이다."
9685,20180604,"경제,자동차",,쏘렌토 더 마스터는 기존 R2.2 디젤과 2.0 가솔린 터보 모델에 적용됐던 8단 자동변속기를 R2.0디젤 모델까지 확대 적용해 전 모델 8단 자동변속기를 기본 장착했다.
9690,20180604,"경제,자동차",,쏘렌토 더 마스터에 장착된 헤드업 디스플레이(HUD)는 주행 관련 정보를 충분히 담고 있어서 내비게이션을 쳐다보지 않고도 운전에 집중할 수 있었다.
9856,20180604,"국제,중동_아프리카","국제,유럽_EU",양측의 충돌은 극렬 분리주의자들의 지도자 아유크 타베가 영어 사용국 ‘엠바조니아 공화국’ 대통령으로 취임을 선언했다가 지난해 12월 체포된 뒤 더 극심해졌다.
9864,20180604,"국제,중동_아프리카","국제,유럽_EU",이코노미스트는 보코하람과의 주요 전선인 북부 차드 호수 지역에 배치돼 있던 정예병력이 이동해 영어 사용 지역 무력진압에 투입되고 있다고 보도했다.
10049,20180604,"경제,유통","경제,서비스_쇼핑","신세계인터내셔널의 여성복 ‘보브’는 여행지와 일상에서 편안하면서 개성을 뽐낼 수 있는 리조트컬렉션으로 리넨 소재의 원피스 로브(느슨한 가운), 와이드팬츠 등을 출시했다."
10066,20180604,"경제,유통","경제,서비스_쇼핑",스타일리시 비즈니스 캐주얼 브랜드 ‘블루라운지 마에스트로’도 특수처리를 해 살에 닿으면 시원한 느낌을 주는 울 냉감 소재로 청량감과 활동성을 높인 재킷과 팬츠를 출시했다.
10812,20180604,"경제,증권_증시","경제,국제경제",전문가들은 결국 이런 각종 변수 때문에 미국 연방준비제도(Fed·연준)가 기준금리 인상에 속도 조절을 할 것이라고 본다.
10876,20180604,"스포츠,골프",,"최종합계 15언더파 273타로 브라이슨 디섐보, 카일 스탠리와 동률을 이뤄 연장전까지 합류했지만 연장 두 번째 홀에서 버디를 성공한 디섐보에게 패했다."
11051,20180604,"스포츠,골프",,"전반 9홀까지 주타누간은 9개 홀에서 버디 5개, 보기 1개를 묶어 4타를 줄여 김효주와 차이를 7타 차로 벌이기도 했다."
11462,20180604,"스포츠,야구",,일반적으로 감독이 시즌 중 물러나면 현역 코치가 감독 대행으로 나섰지만 NC 다이노스 측은 800승이 넘는 다승 감독이 물러난 자리를 유 단장에게 맡기면서 ‘파격 인사’를 단행했다는 평가를 받고 있다.
11513,20180604,"국제,러시아","문화,문화일반","안톤 쉬카플레로프(러시아), 스캇팅글(미국), 노리시게 카나이(일본) 등 우주인 3명은 3일(카자흐스탄 아스타나 현지시간) 168일간의 우주 정거장(ISS) 임무를 마치고 소유즈 MS-07 우주선을 이용해 카자흐스탄 지상에 무사히 착륙했다고 AFP통신 등이 전했다."
